noise_time,LASmax,phase,typecode,altitude,speed,flight_id,icao24,timestamp
2022-01-08 17:16:57+00:00,73.1,LANDUNG,B38M,36975.0,494.0,1121,4bb062,2022-01-08 17:16:57+00:00
2022-01-08 17:33:16+00:00,74.7,LANDUNG,B738,37000.0,481.0,1310,4d229d,2022-01-08 17:33:16+00:00
2022-01-08 18:18:24+00:00,76.0,LANDUNG,E195,600.0,141.0,860,44082c,2022-01-08 18:18:24+00:00
2022-01-08 21:52:59+00:00,78.7,LANDUNG,B734,875.0,144.0,1236,4caa4f,2022-01-08 21:52:48+00:00
2022-01-08 22:50:33+00:00,73.8,LANDUNG,B738,9775.0,297.0,1173,4bcc66,2022-01-08 22:50:33+00:00
2022-01-08 22:59:51+00:00,75.5,LANDUNG,B738,38000.0,465.0,173,3c0caa,2022-01-08 22:59:51+00:00
2022-01-08 23:42:42+00:00,74.2,LANDUNG,B738,38000.0,430.0,1310,4d229d,2022-01-08 23:42:42+00:00
2022-01-09 00:21:51+00:00,71.9,LANDUNG,A20N,750.0,127.0,9,01022e,2022-01-09 00:21:51+00:00
2022-01-09 01:13:01+00:00,74.2,LANDUNG,B738,850.0,153.0,1311,4d229d,2022-01-09 01:12:59+00:00
2022-01-09 02:15:56+00:00,78.4,START,B738,1025.0,157.0,1174,4bcc66,2022-01-09 02:16:03+00:00
2022-01-09 09:11:15+00:00,77.2,LANDUNG,A333,700.0,110.0,1094,4ba9e6,2022-01-09 09:10:45+00:00
2022-01-09 10:35:50+00:00,75.3,LANDUNG,B738,39000.0,420.0,208,3c0d02,2022-01-09 10:35:50+00:00
2022-01-09 11:33:40+00:00,80.3,LANDUNG,B734,775.0,127.0,1237,4caa4f,2022-01-09 11:33:33+00:00
2022-01-09 12:01:48+00:00,71.9,LANDUNG,A20N,725.0,119.0,1138,4bb846,2022-01-09 12:01:48+00:00
2022-01-09 12:09:10+00:00,74.9,LANDUNG,A321,34000.0,350.0,810,4249ce,2022-01-09 12:09:10+00:00
2022-01-09 12:13:50+00:00,77.7,LANDUNG,B738,36000.0,442.0,1311,4d229d,2022-01-09 12:13:50+00:00
2022-01-09 14:48:52+00:00,76.5,LANDUNG,B738,35000.0,546.0,330,3c60d6,2022-01-09 14:48:52+00:00
2022-01-09 15:29:13+00:00,76.8,LANDUNG,B739,650.0,132.0,1113,4bab22,2022-01-09 15:28:55+00:00
2022-01-09 15:42:38+00:00,76.6,LANDUNG,A321,37000.0,414.0,1098,4baa6c,2022-01-09 15:42:38+00:00
2022-01-09 16:15:12+00:00,75.5,LANDUNG,A320,650.0,126.0,237,3c490e,2022-01-09 16:14:37+00:00
2022-01-09 16:48:46+00:00,74.0,LANDUNG,CRJ9,675.0,124.0,292,3c4dc9,2022-01-09 16:48:39+00:00
2022-01-09 21:04:07+00:00,72.5,LANDUNG,C56X,575.0,105.0,623,3cc24a,2022-01-09 21:03:52+00:00
2022-01-09 22:14:53+00:00,73.7,LANDUNG,B38M,500.0,138.0,546,3c7438,2022-01-09 22:14:49+00:00
2022-01-09 22:53:16+00:00,75.3,LANDUNG,B738,2100.0,143.0,1169,4bcc56,2022-01-09 22:53:16+00:00
2022-01-09 22:55:24+00:00,75.5,LANDUNG,B738,38000.0,422.0,1321,4d232c,2022-01-09 22:55:24+00:00
2022-01-09 23:28:52+00:00,77.3,LANDUNG,B738,38000.0,398.0,1321,4d232c,2022-01-09 23:28:52+00:00
2022-01-10 00:56:42+00:00,73.9,LANDUNG,B738,12725.0,346.0,1170,4bcc56,2022-01-10 00:56:42+00:00
2022-01-10 05:11:43+00:00,74.2,LANDUNG,A321,200.0,133.0,807,424926,2022-01-10 05:11:43+00:00
2022-01-10 07:10:32+00:00,72.2,LANDUNG,A319,150.0,111.0,416,3c6582,2022-01-10 07:10:32+00:00
2022-01-10 07:51:14+00:00,74.1,LANDUNG,B738,37000.0,448.0,1322,4d232c,2022-01-10 07:51:14+00:00
2022-01-10 08:06:45+00:00,74.6,LANDUNG,E195,125.0,116.0,841,440821,2022-01-10 08:06:45+00:00
2022-01-10 08:15:51+00:00,68.1,LANDUNG,E290,25.0,107.0,1044,4b028f,2022-01-10 08:15:51+00:00
2022-01-10 08:56:21+00:00,72.7,LANDUNG,B38M,39000.0,438.0,547,3c7438,2022-01-10 08:56:21+00:00
2022-01-10 08:59:39+00:00,68.6,LANDUNG,A20N,100.0,121.0,497,3c65c2,2022-01-10 08:59:39+00:00
2022-01-10 09:05:05+00:00,73.7,LANDUNG,E190,75.0,123.0,899,484b30,2022-01-10 09:05:05+00:00
2022-01-10 09:54:53+00:00,69.3,LANDUNG,PC12,100.0,109.0,892,484367,2022-01-10 09:54:44+00:00
2022-01-10 10:24:00+00:00,78.2,LANDUNG,B734,30875.0,374.0,1238,4caa4f,2022-01-10 10:24:00+00:00
2022-01-10 11:12:01+00:00,73.6,LANDUNG,A320,36000.0,439.0,1069,4b9065,2022-01-10 11:12:01+00:00
2022-01-10 11:20:23+00:00,74.2,LANDUNG,A320,34900.0,428.0,1069,4b9065,2022-01-10 11:20:23+00:00
2022-01-10 11:29:04+00:00,77.1,LANDUNG,B734,75.0,130.0,1238,4caa4f,2022-01-10 11:28:49+00:00
2022-01-10 11:44:34+00:00,75.9,LANDUNG,A320,-100.0,129.0,1069,4b9065,2022-01-10 11:44:34+00:00
2022-01-10 13:34:15+00:00,74.0,LANDUNG,B738,37000.0,435.0,331,3c60d6,2022-01-10 13:34:15+00:00
2022-01-10 13:40:16+00:00,73.1,LANDUNG,A319,25.0,118.0,404,3c644a,2022-01-10 13:39:56+00:00
2022-01-10 14:25:47+00:00,78.4,LANDUNG,B738,36000.0,469.0,209,3c0d02,2022-01-10 14:25:47+00:00
2022-01-10 14:28:31+00:00,73.2,LANDUNG,B38M,25.0,140.0,1212,4bcdec,2022-01-10 14:28:14+00:00
2022-01-10 15:20:02+00:00,72.1,LANDUNG,A321,-150.0,136.0,1102,4baa8a,2022-01-10 15:20:02+00:00
2022-01-10 16:45:29+00:00,76.8,LANDUNG,B738,36000.0,405.0,209,3c0d02,2022-01-10 16:45:29+00:00
2022-01-10 17:16:41+00:00,71.2,LANDUNG,CRJ9,-100.0,133.0,305,3c4dd2,2022-01-10 17:16:41+00:00
2022-01-10 17:42:15+00:00,73.6,LANDUNG,B738,2675.0,199.0,1265,4cac62,2022-01-10 17:42:15+00:00
2022-01-10 18:51:14+00:00,73.7,LANDUNG,A320,-250.0,140.0,1358,501c15,2022-01-10 18:50:58+00:00
2022-01-10 19:41:25+00:00,69.7,LANDUNG,A20N,-225.0,137.0,40,345644,2022-01-10 19:41:20+00:00
2022-01-10 19:52:39+00:00,69.2,LANDUNG,C560,-125.0,112.0,582,3cc187,2022-01-10 19:52:18+00:00
2022-01-10 21:07:02+00:00,72.7,LANDUNG,B738,36000.0,392.0,331,3c60d6,2022-01-10 21:07:02+00:00
2022-01-10 21:26:13+00:00,71.8,LANDUNG,B38M,-100.0,143.0,547,3c7438,2022-01-10 21:26:07+00:00
2022-01-10 21:58:57+00:00,77.5,LANDUNG,B734,-175.0,136.0,1238,4caa4f,2022-01-10 21:58:57+00:00
2022-01-10 22:04:46+00:00,74.4,LANDUNG,B738,38000.0,447.0,1291,4d21a4,2022-01-10 22:04:46+00:00
2022-01-10 22:38:39+00:00,74.0,LANDUNG,B738,-125.0,141.0,1291,4d21a4,2022-01-10 22:38:28+00:00
2022-01-11 00:11:03+00:00,75.1,LANDUNG,B738,7625.0,276.0,224,3c4827,2022-01-11 00:11:03+00:00
2022-01-11 00:19:46+00:00,75.4,LANDUNG,B738,-225.0,132.0,224,3c4827,2022-01-11 00:19:28+00:00
2022-01-11 05:06:29+00:00,70.8,START,B738,150.0,144.0,93,39a202,2022-01-11 05:06:45+00:00
2022-01-11 05:59:17+00:00,71.9,START,A319,1700.0,177.0,471,3c658d,2022-01-11 06:00:04+00:00
2022-01-11 06:02:41+00:00,69.3,START,A320,250.0,139.0,525,3c6741,2022-01-11 06:02:41+00:00
2022-01-11 06:15:40+00:00,73.9,START,B738,300.0,154.0,1001,4ac98b,2022-01-11 06:15:40+00:00
2022-01-11 07:34:21+00:00,73.7,START,B734,50.0,169.0,1239,4caa4f,2022-01-11 07:34:37+00:00
2022-01-11 07:58:35+00:00,70.3,START,A319,-150.0,121.0,480,3c6590,2022-01-11 07:58:36+00:00
2022-01-11 08:19:20+00:00,68.4,START,B738,37000.0,479.0,332,3c60d6,2022-01-11 08:19:20+00:00
2022-01-11 09:33:09+00:00,70.2,START,A319,-300.0,136.0,477,3c658e,2022-01-11 09:33:09+00:00
2022-01-11 10:28:57+00:00,72.1,START,A320,200.0,148.0,1359,501c15,2022-01-11 10:28:57+00:00
2022-01-11 10:54:55+00:00,73.1,START,B38M,37000.0,456.0,548,3c7438,2022-01-11 10:54:55+00:00
2022-01-11 11:29:01+00:00,74.8,START,B738,37000.0,447.0,210,3c0d02,2022-01-11 11:29:01+00:00
2022-01-11 12:54:51+00:00,78.6,START,B738,11650.0,357.0,1266,4cac62,2022-01-11 12:54:51+00:00
2022-01-11 15:23:30+00:00,68.3,START,B738,36000.0,455.0,210,3c0d02,2022-01-11 15:23:30+00:00
2022-01-11 16:30:21+00:00,74.7,LANDUNG,A321,-400.0,142.0,808,424926,2022-01-11 16:30:21+00:00
2022-01-11 17:06:59+00:00,71.6,START,E170,575.0,148.0,84,3986eb,2022-01-11 17:06:59+00:00
2022-01-11 18:19:30+00:00,75.1,START,A321,-125.0,149.0,808,424926,2022-01-11 18:19:44+00:00
2022-01-11 21:03:31+00:00,72.9,LANDUNG,B738,38000.0,433.0,134,3c0ca2,2022-01-11 21:03:31+00:00
2022-01-11 21:07:59+00:00,73.1,LANDUNG,A319,36025.0,449.0,114,3c09cd,2022-01-11 21:07:59+00:00
2022-01-11 21:09:56+00:00,73.1,LANDUNG,B738,38000.0,417.0,134,3c0ca2,2022-01-11 21:09:56+00:00
2022-01-11 21:48:39+00:00,73.0,LANDUNG,B738,-450.0,132.0,134,3c0ca2,2022-01-11 21:48:38+00:00
2022-01-11 22:21:41+00:00,72.6,LANDUNG,B38M,-350.0,148.0,548,3c7438,2022-01-11 22:21:41+00:00
2022-01-11 23:57:27+00:00,74.0,LANDUNG,A319,-325.0,125.0,114,3c09cd,2022-01-11 23:57:27+00:00
2022-01-12 00:08:31+00:00,74.2,LANDUNG,B738,4750.0,191.0,225,3c4827,2022-01-12 00:08:31+00:00
2022-01-12 00:10:51+00:00,72.3,LANDUNG,B738,-325.0,131.0,192,3c0cb2,2022-01-12 00:10:51+00:00
2022-01-12 00:55:04+00:00,77.9,LANDUNG,B734,-300.0,133.0,1240,4caa4f,2022-01-12 00:54:54+00:00
2022-01-12 04:45:30+00:00,74.8,LANDUNG,B738,1375.0,118.0,94,39a202,2022-01-12 04:45:30+00:00
2022-01-12 04:48:32+00:00,75.4,LANDUNG,B738,-275.0,131.0,94,39a202,2022-01-12 04:47:58+00:00
2022-01-12 07:12:38+00:00,70.7,LANDUNG,CRJ9,-300.0,117.0,283,3c4dc4,2022-01-12 07:12:36+00:00
2022-01-12 07:52:22+00:00,70.0,LANDUNG,PC12,-325.0,123.0,672,3d4d77,2022-01-12 07:52:11+00:00
2022-01-12 08:28:38+00:00,69.8,LANDUNG,F900,-275.0,110.0,235,3c4841,2022-01-12 08:28:29+00:00
2022-01-12 08:32:19+00:00,69.4,LANDUNG,CL60,-300.0,125.0,201,3c0cdb,2022-01-12 08:32:13+00:00
2022-01-12 08:49:22+00:00,69.2,LANDUNG,A20N,36025.0,112.0,498,3c65c4,2022-01-12 08:49:22+00:00
2022-01-12 10:24:07+00:00,69.4,LANDUNG,C56X,-325.0,110.0,989,491307,2022-01-12 10:23:59+00:00
2022-01-12 10:50:27+00:00,72.4,LANDUNG,E190,-400.0,111.0,969,485871,2022-01-12 10:50:21+00:00
2022-01-12 11:23:12+00:00,79.2,LANDUNG,B734,-350.0,131.0,1240,4caa4f,2022-01-12 11:22:59+00:00
2022-01-12 11:26:29+00:00,69.4,LANDUNG,A20N,-375.0,121.0,1143,4bb84c,2022-01-12 11:26:22+00:00
2022-01-12 11:43:32+00:00,71.9,LANDUNG,A319,-425.0,109.0,383,3c6446,2022-01-12 11:43:22+00:00
2022-01-12 12:09:42+00:00,73.9,LANDUNG,A321,-425.0,130.0,805,424615,2022-01-12 12:09:42+00:00
2022-01-12 13:12:29+00:00,71.1,LANDUNG,CRJ9,-350.0,126.0,277,3c4dc2,2022-01-12 13:12:23+00:00
2022-01-12 13:18:17+00:00,74.1,LANDUNG,B738,34000.0,444.0,192,3c0cb2,2022-01-12 13:18:17+00:00
2022-01-12 13:39:01+00:00,74.7,LANDUNG,B738,36000.0,412.0,1198,4bcde3,2022-01-12 13:39:01+00:00
2022-01-12 14:55:11+00:00,70.8,LANDUNG,PC12,-350.0,98.0,672,3d4d77,2022-01-12 14:54:59+00:00
2022-01-12 15:00:25+00:00,70.5,LANDUNG,J328,-200.0,105.0,568,3c8481,2022-01-12 14:59:58+00:00
2022-01-12 15:34:31+00:00,74.5,LANDUNG,B738,36000.0,376.0,192,3c0cb2,2022-01-12 15:34:31+00:00
2022-01-12 15:38:12+00:00,72.3,LANDUNG,A321,-525.0,141.0,1103,4baa8f,2022-01-12 15:38:12+00:00
2022-01-12 16:00:06+00:00,68.7,LANDUNG,LJ35,-375.0,127.0,885,46788c,2022-01-12 15:59:42+00:00
2022-01-12 16:25:18+00:00,74.6,LANDUNG,B738,40975.0,457.0,1204,4bcde8,2022-01-12 16:25:18+00:00
2022-01-12 16:27:38+00:00,71.5,LANDUNG,E190,-250.0,114.0,57,39856d,2022-01-12 16:27:13+00:00
2022-01-12 16:52:04+00:00,76.2,LANDUNG,B738,26875.0,468.0,1267,4cac62,2022-01-12 16:52:04+00:00
2022-01-12 17:18:25+00:00,69.1,LANDUNG,C525,-300.0,113.0,1350,5000d8,2022-01-12 17:17:59+00:00
2022-01-12 17:27:33+00:00,72.3,LANDUNG,CRJ9,-350.0,124.0,289,3c4dc8,2022-01-12 17:27:27+00:00
2022-01-12 18:13:30+00:00,74.8,LANDUNG,E290,-400.0,117.0,1036,4b028c,2022-01-12 18:13:30+00:00
2022-01-12 19:07:58+00:00,73.0,LANDUNG,B38M,-375.0,135.0,549,3c7438,2022-01-12 19:07:32+00:00
2022-01-12 20:22:02+00:00,75.4,LANDUNG,B738,36000.0,504.0,1015,4ac98c,2022-01-12 20:22:02+00:00
2022-01-12 20:47:14+00:00,73.2,LANDUNG,B738,38000.0,392.0,1292,4d21a4,2022-01-12 20:47:14+00:00
2022-01-12 20:57:54+00:00,72.9,LANDUNG,B738,39000.0,461.0,1198,4bcde3,2022-01-12 20:57:54+00:00
2022-01-12 22:36:37+00:00,74.7,LANDUNG,B738,6925.0,293.0,1015,4ac98c,2022-01-12 22:36:37+00:00
2022-01-13 00:12:38+00:00,74.8,LANDUNG,A320,-525.0,120.0,1,01022b,2022-01-13 00:12:38+00:00
2022-01-13 00:21:55+00:00,74.9,LANDUNG,B738,1200.0,147.0,226,3c4827,2022-01-13 00:21:55+00:00
2022-01-13 00:24:26+00:00,76.2,LANDUNG,B738,-375.0,121.0,226,3c4827,2022-01-13 00:24:13+00:00
2022-01-13 04:25:43+00:00,74.5,LANDUNG,B738,37000.0,463.0,1325,4d232c,2022-01-13 04:25:43+00:00
2022-01-13 05:22:57+00:00,74.2,LANDUNG,B738,23025.0,427.0,95,39a202,2022-01-13 05:22:57+00:00
2022-01-13 05:25:40+00:00,69.5,LANDUNG,LJ35,-400.0,120.0,886,46788c,2022-01-13 05:25:28+00:00
2022-01-13 07:11:49+00:00,70.7,LANDUNG,CRJ9,-350.0,114.0,270,3c4d68,2022-01-13 07:11:34+00:00
2022-01-13 08:20:07+00:00,73.6,LANDUNG,A321,-450.0,125.0,809,424926,2022-01-13 08:20:07+00:00
2022-01-13 09:00:17+00:00,71.9,LANDUNG,A319,-425.0,114.0,464,3c658c,2022-01-13 09:00:17+00:00
2022-01-13 09:15:02+00:00,75.2,LANDUNG,B739,-425.0,129.0,1114,4bab27,2022-01-13 09:14:54+00:00
2022-01-13 10:33:59+00:00,74.6,LANDUNG,B738,39000.0,438.0,135,3c0ca2,2022-01-13 10:33:59+00:00
2022-01-13 11:15:19+00:00,72.3,LANDUNG,A320,-525.0,110.0,507,3c66b3,2022-01-13 11:14:59+00:00
2022-01-13 11:34:07+00:00,77.1,LANDUNG,B734,-375.0,119.0,1241,4caa4f,2022-01-13 11:33:59+00:00
2022-01-13 11:55:16+00:00,71.1,LANDUNG,A20N,-325.0,120.0,1151,4bb869,2022-01-13 11:54:59+00:00
2022-01-13 12:23:35+00:00,68.7,LANDUNG,LJ45,-350.0,111.0,657,3cea41,2022-01-13 12:23:27+00:00
2022-01-13 13:29:55+00:00,75.1,LANDUNG,B738,35000.0,460.0,358,3c618b,2022-01-13 13:29:55+00:00
2022-01-13 14:14:00+00:00,72.5,LANDUNG,C56X,1575.0,161.0,627,3cc24a,2022-01-13 14:14:00+00:00
2022-01-13 15:19:18+00:00,71.8,LANDUNG,C56X,-350.0,98.0,647,3ccdbb,2022-01-13 15:19:09+00:00
2022-01-13 15:42:47+00:00,71.7,LANDUNG,A319,-425.0,112.0,484,3c6594,2022-01-13 15:42:39+00:00
2022-01-13 16:17:44+00:00,71.6,LANDUNG,E190,-400.0,104.0,52,39856b,2022-01-13 16:17:44+00:00
2022-01-13 16:43:09+00:00,72.2,LANDUNG,E190,-425.0,112.0,909,485206,2022-01-13 16:42:58+00:00
2022-01-13 16:51:06+00:00,70.3,LANDUNG,CRJ9,-325.0,108.0,263,3c4d66,2022-01-13 16:50:56+00:00
2022-01-13 17:47:34+00:00,76.2,LANDUNG,B738,-375.0,130.0,135,3c0ca2,2022-01-13 17:47:26+00:00
2022-01-13 18:13:34+00:00,68.8,LANDUNG,E290,-350.0,116.0,1048,4b0290,2022-01-13 18:13:20+00:00
2022-01-13 19:25:35+00:00,73.3,LANDUNG,B38M,-300.0,135.0,550,3c7438,2022-01-13 19:25:24+00:00
2022-01-13 20:00:21+00:00,73.7,LANDUNG,A321,-300.0,132.0,1361,502ced,2022-01-13 20:00:05+00:00
2022-01-13 20:53:20+00:00,72.7,LANDUNG,B738,-350.0,120.0,1002,4ac98b,2022-01-13 20:53:20+00:00
2022-01-13 20:56:26+00:00,74.9,LANDUNG,B738,40000.0,420.0,1293,4d21a4,2022-01-13 20:56:26+00:00
2022-01-13 21:48:27+00:00,69.1,LANDUNG,LJ35,-275.0,119.0,886,46788c,2022-01-13 21:48:13+00:00
2022-01-13 22:02:37+00:00,73.1,LANDUNG,B738,38725.0,449.0,358,3c618b,2022-01-13 22:02:37+00:00
2022-01-13 22:29:24+00:00,76.0,LANDUNG,B738,33275.0,406.0,1175,4bcc66,2022-01-13 22:29:24+00:00
2022-01-13 22:58:31+00:00,74.7,LANDUNG,B738,28725.0,466.0,95,39a202,2022-01-13 22:58:31+00:00
2022-01-14 00:15:24+00:00,74.3,LANDUNG,B738,-375.0,127.0,250,3c4969,2022-01-14 00:15:24+00:00
2022-01-14 01:08:00+00:00,75.1,LANDUNG,B738,-300.0,130.0,1003,4ac98b,2022-01-14 01:07:56+00:00
2022-01-14 04:14:46+00:00,73.9,LANDUNG,B738,1925.0,128.0,1016,4ac98c,2022-01-14 04:14:46+00:00
2022-01-14 04:18:04+00:00,73.4,LANDUNG,B738,-250.0,127.0,1016,4ac98c,2022-01-14 04:17:56+00:00
2022-01-14 05:11:13+00:00,75.4,LANDUNG,A321,-350.0,121.0,806,424615,2022-01-14 05:11:13+00:00
2022-01-14 07:14:54+00:00,75.4,LANDUNG,B738,39000.0,460.0,1294,4d21a4,2022-01-14 07:14:54+00:00
2022-01-14 07:27:54+00:00,70.5,LANDUNG,CRJ9,-225.0,108.0,312,3c4dd8,2022-01-14 07:27:48+00:00
2022-01-14 07:53:31+00:00,73.5,LANDUNG,E195,-300.0,120.0,843,440821,2022-01-14 07:53:31+00:00
2022-01-14 09:03:53+00:00,73.5,LANDUNG,E190,-300.0,113.0,902,484cc2,2022-01-14 09:03:29+00:00
2022-01-14 09:13:12+00:00,73.0,LANDUNG,A319,-325.0,114.0,465,3c658c,2022-01-14 09:13:12+00:00
2022-01-14 11:13:37+00:00,74.5,LANDUNG,A320,-275.0,122.0,792,4242bc,2022-01-14 11:13:37+00:00
2022-01-14 11:31:16+00:00,78.2,LANDUNG,B734,-275.0,126.0,1242,4caa4f,2022-01-14 11:31:16+00:00
2022-01-14 11:37:16+00:00,71.2,LANDUNG,A21N,37025.0,118.0,1154,4bc845,2022-01-14 11:37:16+00:00
2022-01-14 14:09:53+00:00,73.9,LANDUNG,A320,-300.0,125.0,874,440953,2022-01-14 14:09:53+00:00
2022-01-14 14:27:20+00:00,71.1,LANDUNG,C56X,-275.0,111.0,653,3cdb5e,2022-01-14 14:27:20+00:00
2022-01-14 14:42:28+00:00,70.5,LANDUNG,B38M,-400.0,118.0,1188,4bcda1,2022-01-14 14:42:25+00:00
2022-01-14 15:54:25+00:00,74.8,LANDUNG,B739,-250.0,133.0,1117,4bab30,2022-01-14 15:54:19+00:00
2022-01-14 15:56:56+00:00,71.1,LANDUNG,B738,35500.0,424.0,250,3c4969,2022-01-14 15:56:56+00:00
2022-01-14 16:23:30+00:00,73.4,LANDUNG,B738,21875.0,332.0,359,3c618b,2022-01-14 16:23:30+00:00
2022-01-14 16:25:14+00:00,75.1,LANDUNG,A321,-325.0,125.0,811,4249ce,2022-01-14 16:25:14+00:00
2022-01-14 16:30:40+00:00,73.5,LANDUNG,B738,37000.0,430.0,1269,4cac62,2022-01-14 16:30:40+00:00
2022-01-14 17:02:18+00:00,70.8,LANDUNG,CRJ9,-225.0,119.0,273,3c4d69,2022-01-14 17:02:09+00:00
2022-01-14 21:01:18+00:00,72.5,LANDUNG,B38M,-200.0,138.0,551,3c7438,2022-01-14 21:00:47+00:00
2022-01-14 21:07:11+00:00,73.9,LANDUNG,B738,36000.0,391.0,1077,4ba8ce,2022-01-14 21:07:11+00:00
2022-01-14 21:34:50+00:00,69.6,LANDUNG,E170,-300.0,112.0,87,3986ec,2022-01-14 21:34:43+00:00
2022-01-14 22:26:45+00:00,74.5,LANDUNG,B738,36000.0,373.0,1077,4ba8ce,2022-01-14 22:26:45+00:00
2022-01-14 23:25:39+00:00,74.0,LANDUNG,B738,23200.0,492.0,227,3c4827,2022-01-14 23:25:39+00:00
2022-01-15 00:05:11+00:00,73.7,LANDUNG,B738,15600.0,384.0,336,3c60d6,2022-01-15 00:05:11+00:00
2022-01-15 00:17:46+00:00,74.7,LANDUNG,B738,-275.0,125.0,336,3c60d6,2022-01-15 00:17:43+00:00
2022-01-15 01:06:12+00:00,78.3,LANDUNG,B734,-325.0,116.0,1243,4caa4f,2022-01-15 01:06:06+00:00
2022-01-15 07:12:56+00:00,70.9,LANDUNG,A319,-200.0,106.0,483,3c6593,2022-01-15 07:12:56+00:00
2022-01-15 07:16:49+00:00,74.1,LANDUNG,A320,36000.0,454.0,16,02a1b4,2022-01-15 07:16:49+00:00
2022-01-15 08:00:00+00:00,72.5,LANDUNG,E195,-225.0,131.0,846,440825,2022-01-15 07:59:59+00:00
2022-01-15 08:25:11+00:00,74.8,LANDUNG,A320,-150.0,137.0,16,02a1b4,2022-01-15 08:24:59+00:00
2022-01-15 11:23:13+00:00,78.3,LANDUNG,B734,-125.0,142.0,1243,4caa4f,2022-01-15 11:22:48+00:00
2022-01-15 12:00:59+00:00,71.5,LANDUNG,A20N,-275.0,130.0,1140,4bb84b,2022-01-15 12:00:59+00:00
2022-01-15 14:47:49+00:00,74.2,LANDUNG,B738,32475.0,466.0,1327,4d232c,2022-01-15 14:47:49+00:00
2022-01-15 15:59:32+00:00,72.6,LANDUNG,B38M,-75.0,150.0,1127,4bb068,2022-01-15 15:59:25+00:00
2022-01-15 17:54:08+00:00,74.4,LANDUNG,B738,35000.0,448.0,179,3c0caa,2022-01-15 17:54:08+00:00
2022-01-15 19:52:26+00:00,73.7,LANDUNG,B737,25.0,131.0,1376,89605e,2022-01-15 19:51:47+00:00
2022-01-15 21:01:00+00:00,77.6,LANDUNG,B738,36000.0,368.0,1166,4bcc52,2022-01-15 21:01:00+00:00
2022-01-15 21:01:00+00:00,74.1,LANDUNG,B738,36000.0,368.0,1166,4bcc52,2022-01-15 21:01:00+00:00
2022-01-15 22:06:26+00:00,73.0,LANDUNG,A319,-25.0,129.0,384,3c6446,2022-01-15 22:06:15+00:00
2022-01-15 22:55:29+00:00,75.0,LANDUNG,B738,36000.0,510.0,360,3c618b,2022-01-15 22:55:29+00:00
2022-01-15 23:08:05+00:00,73.5,LANDUNG,B738,18375.0,395.0,360,3c618b,2022-01-15 23:08:05+00:00
2022-01-15 23:23:13+00:00,75.6,LANDUNG,B738,25.0,143.0,360,3c618b,2022-01-15 23:23:02+00:00
2022-01-16 01:21:41+00:00,77.9,LANDUNG,B734,50.0,142.0,1244,4caa4f,2022-01-16 01:21:27+00:00
2022-01-16 09:01:02+00:00,75.8,LANDUNG,E190,35000.0,481.0,46,398561,2022-01-16 09:01:02+00:00
2022-01-16 11:02:34+00:00,77.1,LANDUNG,B738,36000.0,398.0,1221,4bce04,2022-01-16 11:02:34+00:00
2022-01-16 11:24:18+00:00,77.5,LANDUNG,B734,75.0,131.0,1244,4caa4f,2022-01-16 11:24:18+00:00
2022-01-16 11:58:49+00:00,71.5,LANDUNG,A20N,100.0,119.0,1141,4bb84b,2022-01-16 11:58:43+00:00
2022-01-16 12:26:45+00:00,68.8,LANDUNG,E55P,100.0,105.0,649,3cd3b7,2022-01-16 12:26:37+00:00
2022-01-16 12:38:47+00:00,76.6,LANDUNG,B738,19400.0,391.0,138,3c0ca2,2022-01-16 12:38:47+00:00
2022-01-16 13:30:34+00:00,75.5,LANDUNG,B738,35000.0,438.0,138,3c0ca2,2022-01-16 13:30:34+00:00
2022-01-16 13:39:29+00:00,69.3,LANDUNG,E35L,125.0,123.0,1354,5001d1,2022-01-16 13:39:14+00:00
2022-01-16 15:00:46+00:00,74.9,LANDUNG,B38M,38000.0,471.0,553,3c7438,2022-01-16 15:00:46+00:00
2022-01-16 15:54:05+00:00,74.1,LANDUNG,B38M,40000.0,467.0,553,3c7438,2022-01-16 15:54:05+00:00
2022-01-16 16:05:08+00:00,75.1,LANDUNG,A320,-50.0,127.0,867,4408b1,2022-01-16 16:04:58+00:00
2022-01-16 16:45:28+00:00,72.4,LANDUNG,E75L,50.0,129.0,957,485778,2022-01-16 16:45:19+00:00
2022-01-16 17:32:58+00:00,73.6,LANDUNG,B38M,39000.0,483.0,1133,4bb06e,2022-01-16 17:32:58+00:00
2022-01-16 17:40:08+00:00,75.0,LANDUNG,B738,150.0,129.0,1328,4d232c,2022-01-16 17:39:26+00:00
2022-01-16 18:28:03+00:00,71.7,LANDUNG,C56X,100.0,112.0,629,3cc24a,2022-01-16 18:27:48+00:00
2022-01-16 19:59:26+00:00,70.5,LANDUNG,C525,100.0,113.0,1351,5000d8,2022-01-16 19:59:03+00:00
2022-01-16 22:36:31+00:00,74.4,LANDUNG,B738,1800.0,163.0,337,3c60d6,2022-01-16 22:36:31+00:00
2022-01-16 22:39:14+00:00,73.5,LANDUNG,B738,25.0,130.0,337,3c60d6,2022-01-16 22:38:57+00:00
2022-01-17 01:12:05+00:00,81.0,LANDUNG,B734,-75.0,123.0,1245,4caa4f,2022-01-17 01:12:05+00:00
2022-01-17 01:25:15+00:00,78.0,LANDUNG,B763,-75.0,127.0,1371,507c45,2022-01-17 01:25:15+00:00
2022-01-17 06:48:27+00:00,73.8,LANDUNG,B738,38000.0,476.0,1329,4d232c,2022-01-17 06:48:27+00:00
